T23,Threatened species,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
598,Papua New Guinea,2018,Threatened Species: Total (number),499.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
598,Papua New Guinea,2019,Threatened Species: Total (number),530.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
598,Papua New Guinea,2020,Threatened Species: Total (number),585.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2004,Threatened Species: Vertebrates (number),40.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2010,Threatened Species: Vertebrates (number),38.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2016,Threatened Species: Vertebrates (number),40.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2017,Threatened Species: Vertebrates (number),40.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2018,Threatened Species: Vertebrates (number),43.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2019,Threatened Species: Vertebrates (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2020,Threatened Species: Vertebrates (number),46.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2004,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2010,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2016,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2017,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2018,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2019,Threatened Species: Invertebrates (number),0.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2020,Threatened Species: Invertebrates (number),1.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2004,Threatened Species: Plants (number),10.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2010,Threatened Species: Plants (number),10.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2016,Threatened Species: Plants (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2017,Threatened Species: Plants (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2018,Threatened Species: Plants (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2019,Threatened Species: Plants (number),20.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2020,Threatened Species: Plants (number),20.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2004,Threatened Species: Total (number),50.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2010,Threatened Species: Total (number),48.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2016,Threatened Species: Total (number),59.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2017,Threatened Species: Total (number),59.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2018,Threatened Species: Total (number),62.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2019,Threatened Species: Total (number),64.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
600,Paraguay,2020,Threatened Species: Total (number),67.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2004,Threatened Species: Vertebrates (number),232.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2010,Threatened Species: Vertebrates (number),274.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2016,Threatened Species: Vertebrates (number),351.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2017,Threatened Species: Vertebrates (number),351.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2018,Threatened Species: Vertebrates (number),377.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2019,Threatened Species: Vertebrates (number),384.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2020,Threatened Species: Vertebrates (number),396.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2004,Threatened Species: Invertebrates (number),2.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2010,Threatened Species: Invertebrates (number),3.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2016,Threatened Species: Invertebrates (number),8.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2017,Threatened Species: Invertebrates (number),8.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2018,Threatened Species: Invertebrates (number),8.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2019,Threatened Species: Invertebrates (number),9.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2020,Threatened Species: Invertebrates (number),9.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2004,Threatened Species: Plants (number),274.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2010,Threatened Species: Plants (number),274.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2016,Threatened Species: Plants (number),334.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2017,Threatened Species: Plants (number),326.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2018,Threatened Species: Plants (number),328.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2019,Threatened Species: Plants (number),351.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2020,Threatened Species: Plants (number),414.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2004,Threatened Species: Total (number),508.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2010,Threatened Species: Total (number),551.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2016,Threatened Species: Total (number),693.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2017,Threatened Species: Total (number),685.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2018,Threatened Species: Total (number),713.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2019,Threatened Species: Total (number),744.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
604,Peru,2020,Threatened Species: Total (number),819.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2004,Threatened Species: Vertebrates (number),225.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2010,Threatened Species: Vertebrates (number),262.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2016,Threatened Species: Vertebrates (number),302.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2017,Threatened Species: Vertebrates (number),306.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2018,Threatened Species: Vertebrates (number),302.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2019,Threatened Species: Vertebrates (number),284.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2020,Threatened Species: Vertebrates (number),293.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2004,Threatened Species: Invertebrates (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2010,Threatened Species: Invertebrates (number),213.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2016,Threatened Species: Invertebrates (number),237.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2017,Threatened Species: Invertebrates (number),238.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2018,Threatened Species: Invertebrates (number),238.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2019,Threatened Species: Invertebrates (number),240.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2020,Threatened Species: Invertebrates (number),323.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2004,Threatened Species: Plants (number),212.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2010,Threatened Species: Plants (number),222.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2016,Threatened Species: Plants (number),239.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2017,Threatened Species: Plants (number),239.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2018,Threatened Species: Plants (number),245.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2019,Threatened Species: Plants (number),259.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2020,Threatened Species: Plants (number),268.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2004,Threatened Species: Total (number),456.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2010,Threatened Species: Total (number),697.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2016,Threatened Species: Total (number),778.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2017,Threatened Species: Total (number),783.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2018,Threatened Species: Total (number),785.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2019,Threatened Species: Total (number),783.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
608,Philippines,2020,Threatened Species: Total (number),884.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2004,Threatened Species: Vertebrates (number),15.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2010,Threatened Species: Vertebrates (number),20.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2016,Threatened Species: Vertebrates (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2017,Threatened Species: Vertebrates (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2018,Threatened Species: Vertebrates (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2019,Threatened Species: Vertebrates (number),19.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2020,Threatened Species: Vertebrates (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2004,Threatened Species: Invertebrates (number),5.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2010,Threatened Species: Invertebrates (number),15.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2016,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2017,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2018,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2019,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2020,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2004,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2010,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2016,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2017,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2018,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2019,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2020,Threatened Species: Plants (number),7.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2004,Threatened Species: Total (number),27.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2010,Threatened Species: Total (number),42.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2016,Threatened Species: Total (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2017,Threatened Species: Total (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2018,Threatened Species: Total (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2019,Threatened Species: Total (number),42.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
612,Pitcairn,2020,Threatened Species: Total (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2004,Threatened Species: Vertebrates (number),27.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2010,Threatened Species: Vertebrates (number),17.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2016,Threatened Species: Vertebrates (number),23.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2017,Threatened Species: Vertebrates (number),23.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2018,Threatened Species: Vertebrates (number),24.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2019,Threatened Species: Vertebrates (number),23.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2020,Threatened Species: Vertebrates (number),23.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2004,Threatened Species: Invertebrates (number),15.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2010,Threatened Species: Invertebrates (number),16.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2016,Threatened Species: Invertebrates (number),22.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2017,Threatened Species: Invertebrates (number),22.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2018,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2019,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2020,Threatened Species: Invertebrates (number),28.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2004,Threatened Species: Plants (number),4.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2010,Threatened Species: Plants (number),4.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2016,Threatened Species: Plants (number),13.0000,Break in the time series.,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2017,Threatened Species: Plants (number),13.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2018,Threatened Species: Plants (number),14.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2019,Threatened Species: Plants (number),32.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2020,Threatened Species: Plants (number),44.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2004,Threatened Species: Total (number),46.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2010,Threatened Species: Total (number),37.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2016,Threatened Species: Total (number),58.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2017,Threatened Species: Total (number),58.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2018,Threatened Species: Total (number),66.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2019,Threatened Species: Total (number),83.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
616,Poland,2020,Threatened Species: Total (number),95.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2004,Threatened Species: Vertebrates (number),51.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2010,Threatened Species: Vertebrates (number),71.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2016,Threatened Species: Vertebrates (number),92.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2017,Threatened Species: Vertebrates (number),94.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2018,Threatened Species: Vertebrates (number),98.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2019,Threatened Species: Vertebrates (number),101.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2020,Threatened Species: Vertebrates (number),106.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2004,Threatened Species: Invertebrates (number),82.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2010,Threatened Species: Invertebrates (number),79.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2016,Threatened Species: Invertebrates (number),97.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2017,Threatened Species: Invertebrates (number),103.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2018,Threatened Species: Invertebrates (number),197.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2019,Threatened Species: Invertebrates (number),205.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2020,Threatened Species: Invertebrates (number),205.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2004,Threatened Species: Plants (number),15.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2010,Threatened Species: Plants (number),21.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2016,Threatened Species: Plants (number),83.0000,Break in the time series.,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2017,Threatened Species: Plants (number),84.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2018,Threatened Species: Plants (number),104.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2019,Threatened Species: Plants (number),150.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2020,Threatened Species: Plants (number),154.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2004,Threatened Species: Total (number),148.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2010,Threatened Species: Total (number),171.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2016,Threatened Species: Total (number),272.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2017,Threatened Species: Total (number),281.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2018,Threatened Species: Total (number),399.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2019,Threatened Species: Total (number),456.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
620,Portugal,2020,Threatened Species: Total (number),465.0000,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed June 2020."
